科室,疾病,ICD编码,备注1,备注2,ICDcode,现有241类疾病中已包括,gender,age,兼职人员,top0症状体征,关键症状体征,重要症状体征,普通症状体征,关键化验检查,重要化验检查,普通化验检查,delete,
儿童口腔科,口腔颌面部肿瘤,D37.000 ,,,D37,No,,,白莹,,溃疡，疼痛，肿块，鼻塞、鼻出血，鼻分泌物增多，流泪，眼球突出，皮肤溃疡，颊部感觉麻木迟钝，颈部淋巴结增大，间歇性麻木疼痛，进而持续性剧烈疼痛伴反射性疼痛，牙松动移位，面部畸形，病理性骨折,舌痛，舌运动受限固定，涎液增多外溢不能自控，进食吞咽言语困难，牙松动脱落，触之出血,咽部不适异物感，咽痛，耳内痛，张口困难，听力减退，舌偏斜，发声障碍，唾液带血，口臭，呼吸不畅，呼吸困难吞咽困难，发热、肝脾大，消瘦、贫血,病理及活检提示癌、肉瘤；X线或CT提示肺转移,X线:虫蚀状不规则吸收；X不规则破坏，日光放射排列,血清钙升高，碱性磷酸酶升高,,
儿童胸外科,纵隔肿瘤,D38.301,,,D38,No,,,嘉敏,,,气促、干咳,吞咽困难、声音嘶哑、静脉怒张,,,,,
妇产科,女性生殖器官动态未定或动态未知的肿瘤,,"[('卵巢肿瘤', 49), ('子宫肿瘤', 7), ('侵袭性葡萄胎', 6), ('子宫内膜间质肿瘤', 5), ('卵巢混合性生殖细胞肿瘤', 3)]",,D39,,2,345,,"卵巢肿瘤,子宫肿瘤,侵袭性葡萄胎,子宫内膜间质肿瘤,卵巢混合性生殖细胞肿瘤",,"下腹痛,腹胀、下腹部包块,阴道米汤样排液,不规则阴道流血,接触性出血；假孕症状，子宫不均匀性增大，卵巢黄素化囊肿","子宫增大,尿频,瘤体牵拉,恶心,气急,咳血,心悸,血清甲胎蛋白升高,食欲不振,孕妇小腹痛腰痛下肢痛,子宫附件肿块,子宫出血,结节,尿痛,腹部肿块,疼痛，下肢水肿",侵葡：病灶活检见绒毛；hcg升高并持续，超声子宫肌层内见高回声或回声不均团块，或子宫弥漫性增高回声内部伴不规则低回声或无回声；卵巢生殖细胞肿瘤：彩超示卵巢包块，内见油脂毛发牙齿等,侵葡：胸部X线棉球状阴影；卵巢生殖细胞肿瘤：AFP升高,侵葡：CT磁共振示脑、肝转移,,
儿童泌尿外科,泌尿系肿瘤,D41.901,,,D41,No,,,刘延青,,肾肿瘤，膀胱肿瘤，睾丸肿瘤，前列腺癌，阴茎癌,尿频，尿急，尿痛，脓尿，尿路感染，尿道狭窄，血尿，无尿，少尿，尿滴沥,全身症状，发热，贫血貌，体重减轻,肿瘤标志物阳性,尿常规，血尿，蛋白尿，尿白细胞升高,0,,
小儿神经外科,脑肿瘤,D43.201 ,,,D43,No,,,嘉敏,,,视力障碍、头围增大,头痛、呕吐、头晕、癫痫、意识障碍,,,,,
小儿普通外科,体表肿瘤,D48,,,D48,No,,,嘉敏,,体表上的肿物,体表呈针头大小黄豆大小的半圆球形,体表质软、体表无压痛、体表破溃、体表出血,0,0,0,,
儿童骨科,骨肿瘤,D48.001,,,D48.001,No,,,刘延青,,骨疼痛，肿胀，骨性肿块，畸形,附近关节活动受限，关节炎症状,畸形，病理性骨折，失眠、烦躁、贫血、恶病质等全身症状,血钙升高，尿蛋白阳性,高钙血症，CRP升高,贫血，白细胞升高，CRP升高,1,
儿童骨科,脊柱肿瘤,D48.013,,,D48.013,No,,,刘延青,,脊柱疼痛、脊柱肿块,脊椎活动受限，脊髓压迫引起神经功能障碍，,畸形，病理性脊柱骨折，失眠、烦躁、贫血、恶病质等全身症状,血钙升高，尿蛋白阳性,高钙血症，尿蛋白电泳异常，,白细胞升高、贫血,1,
儿童眼科,眼肿瘤,D48.703,,,D48.703,No,,,白莹,,慢性眼球突出，眼睑水肿，视力下降。视盘水肿或萎缩，视神经睫状静脉。Foster-Kennedy综合征，眶骨壁增生，颧骨隆起。肿块生长快，眼球固定，肿块破溃，视力丧失，肿块累计全眼眶。眼睑鲜红，蓝色紫色的毛细血管及内皮增生，草莓痣，火焰痣；眼球小结节，眼球隆起较高，淋巴结增大，睑板弥漫性斑块状增厚，睑板菜花样。角膜缘实性肿物，角膜弧形脂质沉着带；角膜结膜交界处肿物，角膜白色半透明或胶冻样，角膜表面松针样新生血管，角膜缘菜花状肿物，角膜浆液脓性分泌物。先天血管发育异常，眼角淡红色圆形或似球形隆起，眼角扁平，边界不清楚的番茄色增厚；眼球突出，眶区疼痛,眼球突出，眶区疼痛，眶骨壁增生，慢性眼球突出，眼睑水肿，视力下降，肿块累计全眼眶,上睑缺失，耳部畸形，脊柱异常，Goldenhar综合征,0,0,0,1,
儿童眼科,眼眶肿瘤,D48.722,,,D48.722,No,,,白莹,,慢性眼球突出，眼睑水肿，视力下降。视盘水肿或萎缩，视神经睫状静脉。Foster-Kennedy综合征，眶骨壁增生，颧骨隆起。肿块生长快，眼球固定，肿块破溃，视力丧失，肿块累计全眼眶。,慢性眼球突出，眼睑水肿，视力下降。,,病理及活检提示癌或肉瘤；,眼眶脑膜瘤：超声：视神经增粗，眶内肿块，内回声少，声衰减明显。CT或MRI：视神经管状增粗，车轨征，钙化；软组织占位和骨质增生同时存在。边界不清的块影，眶骨壁增厚，眶壁半球状隆起。眼眶横纹肌肉瘤：B超：形状不规则异常回声病变，内回声较少或呈液性暗区，声穿透性好，肿瘤后部显示清楚。CT：高密度软组织病变，瘤体内坏死，内密度不均，形状不规则，边界不清楚，可见骨破坏。,眼眶皮样囊肿：B超：病变界限清楚，形状可不规则，声穿透性好，囊内容物可为无回声，中度回声，强回声或块状回声，均有可压缩性。X线：眶壁的骨压迫性改变，骨硬化环，CT：骨骼改变，软组织占位效应，囊肿边界清楚，内容物密度不均，可见骨压迫痕迹。MR：T1、T2高信号。,1,
儿科,其他贫血,,"[('贫血', 2302), ('缺铁性贫血', 1083), ('地中海贫血', 788), ('地贫', 713), ('AA', 282)]",,D64,,,,,"贫血,缺铁性贫血,地中海贫血,地贫",,"疲乏,发热,黄疸骨髓象改变,恶心,呕吐,头晕食欲下降,脾肿大,眩晕,心悸,贫血,疲乏寒战,气血虚弱,关节痛,巩膜黄染,全血细胞减少,肝脾肿大,皮肤苍白,手足厥冷,褐色尿蛋白尿,心悸面部畸型,黄疸","寒战,呼吸异常,咽部异物感,肝区肿大,气急,神经疼痛,咳血,牙龈苍白,腹胀呃逆,红细胞增多,肤色赤红,脾大,眼白发青,腹痛,气短急性贫血,上肢水肿,毛发稀少,心源性呼吸窘迫,大便溏泄,红细胞偏低,肝淤血,结节,心率加快,牙龈出血,腹部肿块,厌食,血压低,指甲凹陷,红细胞增多发热,红细胞体积增大,脓疱,少尿,水肿,头晕,便血,目光呆滞,胸痛,纳差,紫绀,身体虚弱,急性贫血,非感染性发热,舌炎,气促消瘦,乳糜尿,出血,面色苍白,胃酸缺乏,四肢畸形,面色觥白,小便难,眼前发黑,记忆力障碍,食欲减退,过敏,尿色深,肌肉疼痛,气短,头昏,心动过速,四肢无力,无力,胸骨压痛,呕血,背痛,吞咽困难,食欲不振,指甲翘起,淋巴液流出,眼花,皮肤黏膜苍白,新生儿贫血,皮肤干燥,溶血现象,生长缓慢,失血过多,脉搏加速,面部浮肿,畏寒,舌痛,腹部不适",血常规：HGB低下,血红蛋白电泳：异常,骨髓穿刺检查：骨髓抑制,,
儿科,遗传性因子Ⅶ缺乏,,"[('血友病甲', 62), ('血友病乙', 31), ('血友病', 10), ('重型血友病甲', 6), ('血友病B', 2)]",,D66,,,,,"遗传性因子Ⅶ缺乏,血友病甲,血友病乙,血友病,重型血友病甲,血友病B",,"便血,刷牙出血,关节痛,鼻出血,牙龈出血,皮肤出血点",·,"止凝血功能：PT,APTT延长",基因检测：染色体或基因异常,,1,
儿科,其他凝血缺陷,,"[('凝血功能异常', 38), ('凝血功能障碍', 28), ('抗心磷脂抗体阳性', 7), ('希特林蛋白缺乏症', 7), ('抗心磷脂抗体', 3)]",,D68,,,,,"其他凝血缺陷,凝血功能异常,凝血功能障碍,抗心磷脂抗体阳性,希特林蛋白缺乏症,抗心磷脂抗体",,"皮肤紫癜,牙龈出血","伤口经久不愈,异性蛋白反应","止凝血功能：PT,APTT延长",凝血因子检查：缺乏或减少,血常规：血小板减少,,
儿科,紫癜和其他出血性情况,,"[('过敏性紫癜', 3563), ('HSP', 2441), ('HSPN', 1362), ('ITP', 1349), ('紫癜性肾炎', 1009)]",,D69,,,,,"紫癜,过敏性紫癜,紫癜性肾炎",,"发热,关节痛,皮肤紫癜,皮肤瘀点,瘙痒,血小板减少,牙龈出血,皮肤黏膜出血,腹痛","血压高,头疼,斑疹,腹部不适,咽痛,斑块,恶心,下肢红斑结节,呕吐,眼眶瘀斑,出血,皮肤血点,蛋白尿,尿血,内脏出血,溃疡,脓疱,皮肤青紫色,水肿,关节肿胀,畏寒,腹泻,便血,肾脏受累,胸痛,紫绀,鼻衄,皮肤瘙痒,紫癜,发绀,色素异常",,止凝血功能差，PT延迟，APTT延迟,血小板降低,,
儿童过敏免疫风湿病科,变应性血管炎,D69.001,,,D69.008,Yes,,,,,,紫癜、红斑、丘疹、皮疹,关节痛、肌肉疼痛、血尿、蛋白尿,,,嗜酸性粒细胞增高，血沉加快,1,
儿科,粒细胞缺乏,,"[('粒细胞缺乏症', 93), ('粒细胞减少', 84), ('粒细胞减少症', 80), ('粒细胞缺乏', 55), ('粒细胞降低', 8)]",,D70,,,,,"粒细胞缺乏,粒细胞缺乏症,粒细胞减少,粒细胞减少症,粒细胞缺乏,粒细胞降低",,"粒细胞减少,经常感染","白细胞减少,失眠多梦,头昏疲乏,两下肢沉重",血常规：中心粒细胞明显降低,白细胞分类,,,
儿科,其他白细胞疾患,,"[('白细胞增高', 49), ('嗜酸细胞增多症', 18), ('白细胞减少', 14), ('嗜酸细胞增高', 14), ('白细胞降低', 14)]",,D72,,,,,"白细胞增高,嗜酸细胞增多症,白细胞减少,嗜酸细胞增高,白细胞降低",,"关节痛,发热,乏力,反复感染","急性失血,溶血,组织坏死,代谢紊乱,白细胞增高,嗜酸细胞增多,恶性肿瘤,血液病",血常规：白细胞异常,,,,
新生儿科,肠肿瘤,D73.708,,,D73,No,,,王叮咛,,小肠肿瘤；十二指肠肿瘤；空肠肿瘤；回肠肿瘤；阑尾肿瘤；结肠肿瘤；升结肠肿瘤；横结肠肿瘤；降结肠肿瘤；乙状结肠肿瘤；盲肠肿瘤；直肠肿瘤；直肠乙状结肠交界处肿瘤,肠道出血、肠梗阻、腹部肿块、大便次数及性状改变，粘液血便,贫血、消瘦、腹痛,消化道窥镜检查及组织检查：乳头状腺癌；管状腺癌；粘液腺癌；印戒细胞癌；未分化癌腺鳞癌；鳞状细胞癌。,X线造影：发现直肠镜或乙状结肠镜不能窥视的病损；CT：用于评价肿瘤与周围组织脏器关系及分期诊断；,便潜血阳性；血清CEA升高；,1,
儿科,血液和造血器官的其他疾病,,"[('血小板增高', 97), ('血小板增多症', 58), ('血小板增多', 18), ('原发性血小板增多症', 13), ('血小板升高', 10)]",,D75,,,,,"血液疾病,造血器官疾病,血小板增高,血小板增多症,血小板增多,原发性血小板增多症,血小板升高",,"血象异常,高原多血面容,紫绀","疲乏,发热,血压高,骨髓发育异常,脓毒性血栓,肤色赤红,淋巴结肿大,红细胞增多,头疼,焦虑",血常规：血常规异常,超声：肝脾肿大,骨髓穿刺检查：分类、形态异常,,
儿科,与淋巴网状组织和网状组织细胞系统的某些疾病,,"[('LCH', 727), ('HLH', 147), ('噬血细胞综合征', 57), ('嗜血细胞综合征', 32), ('嗜血细胞综合症', 8)]",,D76,,,,,"噬血细胞综合征,嗜血细胞综合征,嗜血细胞综合症",,"皮疹,淋巴结肿大,肝脾肿大","骨增粗,牙槽突型,皮肤紫癜,脊髓压迫,长骨肿胀疼痛,结节,肉芽肿,结痂,突眼症",,,,,
儿童肾内科,紫癜性肾炎,D96.005+,,,D96,No,,,王叮咛,,紫癜、血尿、蛋白尿、,低蛋白血症，水肿，血管神经性水肿、皮疹、脐周或下腹疼痛、黑便、关节疼痛、肌肉疼痛、抽搐、高血压、,上腹痛,病理：以肾小球系膜增生性病变为主，常伴节段性肾小球毛细血管袢坏死、新月体形成等血管炎表现。,血常规：白细胞及中性粒细胞增加，血小板计数正常或升高。便潜血阳性。尿常规：可见红细胞、尿蛋白阳性。,凝血功能正常、血尿淀粉酶增高、心肌酶升高、,,
儿童遗传内分泌科,甲状腺疾病,E00-E07,,,E00,No,,,王叮咛,,单纯性甲状腺肿、甲状腺瘤、急性化脓性甲状腺炎、亚急性甲状腺炎、桥本甲状腺炎、慢性纤维性甲状腺炎,甲状腺功能亢进、甲状腺功能减退、甲状腺结节,,血清T3、T4、TSH测定；核素检查,X线检查,新生儿筛查,,
儿科,碘缺乏相关性甲状腺疾患和有关情况,,"[('甲低', 1223), ('甲亢', 168), ('甲减', 86), ('暂时性甲低', 21), ('甲状腺功能低下', 20)]",,E01,,,,,"碘缺乏,甲低,甲亢,甲减,暂时性甲低,甲状腺功能低下",,甲状腺肿大,"呼吸困难,声音嘶哑,吞咽困难,咳嗽",甲状腺功能检查：甲状腺功能低下,超声：肿大,,,
儿科,其他非毒性甲状腺肿,,"[('甲状腺肿大', 21), ('甲状腺结节', 7), ('GD', 5), ('甲状腺囊肿', 3), ('甲状腺肿', 2)]",,E04,,,,,"甲状腺肿大,甲状腺结节,甲状腺囊肿,甲状腺肿",,"甲状腺肿大,颈部肿块","压迫感,结节样变,咳嗽,呼吸困难,吞咽困难,喘鸣,声带麻痹,声音嘶哑",甲状腺功能：异常,超声检查：肿大,,,
儿科,甲状腺毒症[甲状腺功能亢进症],,"[('甲功异常', 170), ('TS', 151), ('高TSH血症', 98), ('低TSH血症', 19), ('低FT', 16)]",,E05,,,,,"甲状腺毒症,甲状腺功能亢进症,甲功异常,TS,高TSH血症,低TSH血症,低FT","突眼,甲状腺机能亢进","发热,消瘦,甲状腺肿大,多汗,结节,心悸,易激动","疲乏,呼吸异常,心跳加快,恶心,颤抖,出汗异常,呕吐,意识混乱,腹泻,血管杂音,昏迷,突眼症,气短,躁动",甲状腺功能：TSH降低，T3，T4升高,垂体功能：TSH降低,超声检查：肿大,,
儿科,甲状腺炎,,"[('CLT', 527), ('桥甲炎', 211), ('乔甲炎', 34), ('甲状腺炎', 8), ('桥本氏甲状腺炎', 5)]",,E06,,,,,"甲状腺炎,桥甲炎,乔甲炎,甲状腺炎,桥本氏甲状腺炎",,"发热,甲状腺肿大,畏寒,心悸,皮肤瘙痒,甲状腺机能亢进,声音嘶哑,甲亢面容,性欲减退","疲乏,寒战,咽痛,呼吸困难,月经不调,吞咽困难,腹胀,突眼症,脓疱,皮肤干燥,消瘦,心慌,结节,麻痹,体重减轻,气短,头疼,疼痛",甲状腺功能：甲状腺功能低下,超声：肿大,血常规：白细胞增高,,
儿科,甲状腺的其他疾患,,"[('低T', 120)]",,E07,,,,,"甲状腺疾病,低T",,"眼睑面颊虚肿,甲状腺功能低下,表情淡漠,智力减低","骨龄延迟,甲状腺肿大,声音嘶哑,吞咽困难,瘤块压迫",甲状腺功能：甲状腺功能亢进或甲状腺功能低下,超声：占位病变；肿大；肿块；萎缩,,,
儿科,未特指的糖尿病,,"[('糖尿病', 103), ('I型糖尿病', 52), ('II型糖尿病', 15), ('型糖尿病', 7)]",,E14,,,,,"糖尿病,I型糖尿病,II型糖尿病,型糖尿病",,"多尿,多食,体重减轻,多饮","肌肉萎缩,皮肤干燥,视力异常,视网膜脱离,视网膜水肿,视网膜出血,足底溃疡,间歇性跛行",血糖测定：升高,胰岛素检查：降低,糖化血红蛋白：升高,,
儿科,胰腺内分泌的其他疾患,,"[('高INS血症', 327), ('高胰岛素血症', 147), ('胰岛素抵抗', 60), ('抗', 33), ('低血糖', 17)]",,E16,,,,,"高胰岛素血症,胰岛素抵抗,低血糖",,"向心性肥胖,糖尿","听力减退,多囊卵巢,四肢俱软,嗜睡,心悸,缺血性挛缩,心率不齐,焦虑,血压高",血、尿淀粉酶：升高,血常规：白细胞增高,血清脂肪酶：升高,,
儿童遗传内分泌科,遗传代谢病,E00-E90,,,E20,No,,,王叮咛,,苯丙酮尿症、甲状腺功能低下、甲减、葡萄糖-6-磷酸脱氢酶缺陷、高促甲状腺激素血症、先天性肾上腺皮质增生、半乳糖血症、垂体功能减退症、肾上腺皮质疾病、嗜铬细胞瘤、,糖尿病、肥胖症、痛风、骨质疏松症,,,,,,
儿科,垂体功能亢进,,"[('CPP', 3421), ('中枢性性早熟', 366), ('CP', 155), ('CPP追高', 140), ('高PRL血症', 119)]",,E22,,,,,"垂体功能亢进,中枢性性早熟,CPP追高,高PRL血症",,"性早熟,身材发育异常","疲乏,生长激素分泌过多,恶心,舌体肥大,甲状腺肿大,性激素不足,呕吐,溢乳,背痛,昏迷,食欲不振,中心静脉压偏高,异常矮小,皮肤粗糙,多饮,食欲异常,多尿,嗜睡,昏睡,鼻端肥大,厌食,头疼",垂体功能检查：亢进,磁共振：垂体部位异常,,,
儿科,垂体功能减退和其他疾患,,"[('PGHD', 1521), ('GHD', 1203), ('部分生长激素缺乏症', 458), ('生长激素缺乏症', 442), ('下丘脑闭经', 130)]",,E23,,,,,"垂体功能减退和其他疾患,部分生长激素缺乏症,生长激素缺乏症,下丘脑闭经",,"身材矮小,生长缓慢","疲乏,发热,视力改变,眼睑下垂,视力异常,恶心,甲状腺功能低下,呕吐,昏迷,毛发脱落,肥胖,视野缺损,皮肤干燥,尿崩,多尿,嗜睡,容貌娇小,出血性丘疹,烦渴多饮,生长激素分泌过少,头疼,血压高",垂体功能检查：减退,磁共振：垂体结构异常,,,
儿童遗传内分泌科,先天性肾上腺皮质增生症,E25.004 ,,,E25,No,,,王叮咛,,女孩男性化,体格发育过快，骨龄超出年龄，身材矮小，皮肤粘膜色素沉着，褶皱处明显,拒食、呕吐、嗜睡、腹泻、体重不增或下降、脱水、低血钠、高血钾、循环衰竭、,生化检测：尿17-OHCS、17-KS和孕三醇明显升高；血17-OHP、PRA、Aldo、DHEA、DOC、睾酮均升高；,染色体检查：外生殖器严重畸形时，可做染色体核型分析；X线检查：拍摄左手腕张支骨正位片，判断骨龄，患者骨龄超过年龄；B超或CT检查：可发现双侧肾上腺增大；基因诊断：可发现相关基因突变或缺失；,低钠、高钾血症,,
儿童泌尿外科,肾上腺肿瘤,E27.807,,,E27,No,,,嘉敏,,,,,,,,,
妇产科,卵巢功能障碍,,"[('PCOS', 9461), ('POF', 1093), ('卵巢功能低下', 460), ('卵巢储备功能低下', 163), ('卵巢早衰', 93)]",,E28,,2,,,"卵巢功能障碍,PCOS,POF,卵巢功能低下,卵巢储备功能低下,卵巢早衰",多毛痤疮，黑棘皮症,"多梦,四肢红斑,紧张,心悸,手脚冷，眩晕头疼失眠","潮红潮热,下身肥胖",PCOS：彩超示卵巢体积＞10ml、卵泡＞12个；监测排卵稀发或无排卵；睾酮↑，LH/FSH＞2-3，PRL↑。卵巢早衰：＜40岁，闭经＞6个月，2次FSH＞40mIU/ml,,,,
儿科,"青春期疾患,不可归类在他处者",,"[('乳房早发育', 1465), ('青春期追高', 1034), ('性早熟', 785), ('青春期', 747), ('小青春', 442)]",,E30,,,3,,"青春期疾患,,乳房早发育,青春期追高,性早熟,青春期,小青春",,"阴毛早发育,青春期身体发育缓慢,胸部发育缓慢","色素异常,皮质素不足,生长缓慢,皮下脂肪消失,异常矮小,阴道分泌物增多,腋毛生长加速,骨龄延迟,成人体味,外生殖器成熟,阴茎异常,阴道出血,骨骺提前闭合",病史采集,体格检查,激素检查：异常增加或减少,,
儿科,其他内分泌疾患,,"[('矮身材', 1309), ('身材矮小', 927), ('ISS', 583), ('偏矮', 515), ('矮小', 429)]",,E34,,,,,"内分泌疾患,矮身材,身材矮小,ISS,偏矮,矮小",,身材矮小,"疲乏,发热,呼吸异常,腹部绞痛,体型异常,颈部潮红,囟门闭合晚,面部潮红,皮肤潮红,皮肤老化,心悸,全身毛发灰白,肿胀,腹胀,气喘型喘息,腹痛,异常矮小,肌肉萎缩,头晕,鸟嘴样尖鼻,腹泻,气短",激素检查：甲状腺激素；生长激素；性激素（增高或降低）,超声：甲状腺超声肿块等,生长发育测定,,
